ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
snd-Ritchie-2019-110-44-1,,snd,Ritchie-2019-110-44,ٽيتاليهه,ٽيتاليهه,,,Ritchie2019,,
snd-Ritchie-2019-110-45-1,,snd,Ritchie-2019-110-45,ڇوئيتاليهه,ڇوئيتاليهه,,,Ritchie2019,,
snd-Ritchie-2019-110-46-1,,snd,Ritchie-2019-110-46,پنجيتاليهه,پنجيتاليهه,,,Ritchie2019,,
snd-Ritchie-2019-110-47-1,,snd,Ritchie-2019-110-47,ڇهيتاليهه,ڇهيتاليهه,,,Ritchie2019,,
snd-Ritchie-2019-110-48-1,,snd,Ritchie-2019-110-48,ستيتاليهه,ستيتاليهه,,,Ritchie2019,,
snd-Ritchie-2019-110-49-1,,snd,Ritchie-2019-110-49,اٺيتاليهه,اٺيتاليهه,,,Ritchie2019,,
snd-Ritchie-2019-110-50-1,,snd,Ritchie-2019-110-50,اڻونجاهه,اڻونجاهه,,,Ritchie2019,,
snd-Ritchie-2019-110-51-1,,snd,Ritchie-2019-110-51,پنجاهه,پنجاهه,,,Ritchie2019,,
snd-Ritchie-2019-110-52-1,,snd,Ritchie-2019-110-52,ايڪونجاهه,ايڪونجاهه,,,Ritchie2019,,
snd-Ritchie-2019-110-53-1,,snd,Ritchie-2019-110-53,ٻاونجاهه,ٻاونجاهه,,,Ritchie2019,,
snd-Ritchie-2019-110-54-1,,snd,Ritchie-2019-110-54,ٽيونجاهه,ٽيونجاهه,,,Ritchie2019,,
snd-Ritchie-2019-110-55-1,,snd,Ritchie-2019-110-55,چوونجاهه,چوونجاهه,,,Ritchie2019,,
snd-Ritchie-2019-110-56-1,,snd,Ritchie-2019-110-56,پنجونجاهه,پنجونجاهه,,,Ritchie2019,,
snd-Ritchie-2019-110-57-1,,snd,Ritchie-2019-110-57,چهونجاهه,چهونجاهه,,,Ritchie2019,,
snd-Ritchie-2019-110-58-1,,snd,Ritchie-2019-110-58,ستونجاهه,ستونجاهه,,,Ritchie2019,,
snd-Ritchie-2019-110-59-1,,snd,Ritchie-2019-110-59,اٺونجاهه,اٺونجاهه,,,Ritchie2019,,
snd-Ritchie-2019-110-60-1,,snd,Ritchie-2019-110-60,اڻاهٺ,اڻاهٺ,,,Ritchie2019,,
snd-Ritchie-2019-110-61-1,,snd,Ritchie-2019-110-61,سٺ,سٺ,,,Ritchie2019,,
snd-Ritchie-2019-110-62-1,,snd,Ritchie-2019-110-62,ايڪاهٺ,ايڪاهٺ,,,Ritchie2019,,
snd-Ritchie-2019-110-63-1,,snd,Ritchie-2019-110-63,ٻاهٺ,ٻاهٺ,,,Ritchie2019,,
snd-Ritchie-2019-110-64-1,,snd,Ritchie-2019-110-64,ٽيهٺ,ٽيهٺ,,,Ritchie2019,,
snd-Ritchie-2019-110-65-1,,snd,Ritchie-2019-110-65,چوهٺ,چوهٺ,,,Ritchie2019,,
snd-Ritchie-2019-110-66-1,,snd,Ritchie-2019-110-66,پنجهٺ,پنجهٺ,,,Ritchie2019,,
snd-Ritchie-2019-110-67-1,,snd,Ritchie-2019-110-67,ڇهاهٺ,ڇهاهٺ,,,Ritchie2019,,
snd-Ritchie-2019-110-68-1,,snd,Ritchie-2019-110-68,ستهٺ,ستهٺ,,,Ritchie2019,,
snd-Ritchie-2019-110-69-1,,snd,Ritchie-2019-110-69,اٺهٺ,اٺهٺ,,,Ritchie2019,,
snd-Ritchie-2019-110-70-1,,snd,Ritchie-2019-110-70,اڻهتر,اڻهتر,,,Ritchie2019,,
snd-Ritchie-2019-110-71-1,,snd,Ritchie-2019-110-71,ستر,ستر,,,Ritchie2019,,
snd-Ritchie-2019-110-72-1,,snd,Ritchie-2019-110-72,ايڪهتر,ايڪهتر,,,Ritchie2019,,
snd-Ritchie-2019-110-73-1,,snd,Ritchie-2019-110-73,ٻهتر,ٻهتر,,,Ritchie2019,,
snd-Ritchie-2019-110-74-1,,snd,Ritchie-2019-110-74,ٽيهتر,ٽيهتر,,,Ritchie2019,,
snd-Ritchie-2019-110-75-1,,snd,Ritchie-2019-110-75,چوهتر,چوهتر,,,Ritchie2019,,
snd-Ritchie-2019-110-76-1,,snd,Ritchie-2019-110-76,پنجهتر,پنجهتر,,,Ritchie2019,,
snd-Ritchie-2019-110-77-1,,snd,Ritchie-2019-110-77,چهتر,چهتر,,,Ritchie2019,,
snd-Ritchie-2019-110-78-1,,snd,Ritchie-2019-110-78,ستتر,ستتر,,,Ritchie2019,,
snd-Ritchie-2019-110-79-1,,snd,Ritchie-2019-110-79,اٺهتر,اٺهتر,,,Ritchie2019,,
snd-Ritchie-2019-110-80-1,,snd,Ritchie-2019-110-80,اوڻاسيهه,اوڻاسيهه,,,Ritchie2019,,
snd-Ritchie-2019-110-81-1,,snd,Ritchie-2019-110-81,اسيهه,اسيهه,,,Ritchie2019,,
snd-Ritchie-2019-110-82-1,,snd,Ritchie-2019-110-82,ايڪاهسي,ايڪاهسي,,,Ritchie2019,,
snd-Ritchie-2019-110-83-1,,snd,Ritchie-2019-110-83,ٻاهسي,ٻاهسي,,,Ritchie2019,,
snd-Ritchie-2019-110-84-1,,snd,Ritchie-2019-110-84,ٽياهسي,ٽياهسي,,,Ritchie2019,,
snd-Ritchie-2019-110-85-1,,snd,Ritchie-2019-110-85,چورياهسي,چورياهسي,,,Ritchie2019,,
snd-Ritchie-2019-110-86-1,,snd,Ritchie-2019-110-86,پنجهسي,پنجهسي,,,Ritchie2019,,
snd-Ritchie-2019-110-87-1,,snd,Ritchie-2019-110-87,چهاسي,چهاسي,,,Ritchie2019,,
snd-Ritchie-2019-110-88-1,,snd,Ritchie-2019-110-88,ستاهسي,ستاهسي,,,Ritchie2019,,
snd-Ritchie-2019-110-89-1,,snd,Ritchie-2019-110-89,اٺاهسي,اٺاهسي,,,Ritchie2019,,
snd-Ritchie-2019-110-90-1,,snd,Ritchie-2019-110-90,اوڻهانوي,اوڻهانوي,,,Ritchie2019,,
snd-Ritchie-2019-110-91-1,,snd,Ritchie-2019-110-91,نوي,نوي,,,Ritchie2019,,
snd-Ritchie-2019-110-92-1,,snd,Ritchie-2019-110-92,ايڪانوي,ايڪانوي,,,Ritchie2019,,
snd-Ritchie-2019-110-93-1,,snd,Ritchie-2019-110-93,ٻيانوي,ٻيانوي,,,Ritchie2019,,
snd-Ritchie-2019-110-94-1,,snd,Ritchie-2019-110-94,ٽيانوي,ٽيانوي,,,Ritchie2019,,
snd-Ritchie-2019-110-95-1,,snd,Ritchie-2019-110-95,چورانوي,چورانوي,,,Ritchie2019,,
snd-Ritchie-2019-110-96-1,,snd,Ritchie-2019-110-96,پنجانوي,پنجانوي,,,Ritchie2019,,
snd-Ritchie-2019-110-97-1,,snd,Ritchie-2019-110-97,چهانوي,چهانوي,,,Ritchie2019,,
snd-Ritchie-2019-110-98-1,,snd,Ritchie-2019-110-98,ستانوي,ستانوي,,,Ritchie2019,,
snd-Ritchie-2019-110-99-1,,snd,Ritchie-2019-110-99,اٺانوي,اٺانوي,,,Ritchie2019,,
snd-Ritchie-2019-110-100-1,,snd,Ritchie-2019-110-100,نوانوي,نوانوي,,,Ritchie2019,,
snd-Ritchie-2019-110-101-1,,snd,Ritchie-2019-110-101,سئو,سئو,,,Ritchie2019,,
snd-Ritchie-2019-110-102-1,,snd,Ritchie-2019-110-102,هزار,هزار,,,Ritchie2019,,
snd-Ritchie-2019-110-103-1,,snd,Ritchie-2019-110-103,ڏهه هزار,ڏهه هزار,,,Ritchie2019,,
snd-Ritchie-2019-110-104-1,,snd,Ritchie-2019-110-104,سئو هزار,سئو هزار,,,Ritchie2019,,
snd-Ritchie-2019-110-105-1,,snd,Ritchie-2019-110-105,ملين,ملين,,,Ritchie2019,,
snd-Ritchie-2019-110-106-1,,snd,Ritchie-2019-110-106,ڏهه ملين,ڏهه ملين,,,Ritchie2019,,
snd-Ritchie-2019-110-107-1,,snd,Ritchie-2019-110-107,سئو ملين,سئو ملين,,,Ritchie2019,,
snd-Ritchie-2019-110-108-1,,snd,Ritchie-2019-110-108,بلين,بلين,,,Ritchie2019,,
snd-Ritchie-2019-110-109-1,,snd,Ritchie-2019-110-109,ڏهه بلين,ڏهه بلين,,,Ritchie2019,,
snd-Ritchie-2019-110-110-1,,snd,Ritchie-2019-110-110,سئو بلين,سئو بلين,,,Ritchie2019,,
som-Ritchie-2019-110-1-1,,som,Ritchie-2019-110-1,eber,eber,,,Ritchie2019,,
som-Ritchie-2019-110-2-1,,som,Ritchie-2019-110-2,kow,kow,,,Ritchie2019,,
som-Ritchie-2019-110-3-1,,som,Ritchie-2019-110-3,labo,labo,,,Ritchie2019,,
som-Ritchie-2019-110-4-1,,som,Ritchie-2019-110-4,saddex,saddex,,,Ritchie2019,,
som-Ritchie-2019-110-5-1,,som,Ritchie-2019-110-5,afar,afar,,,Ritchie2019,,
som-Ritchie-2019-110-6-1,,som,Ritchie-2019-110-6,shan,shan,,,Ritchie2019,,
som-Ritchie-2019-110-7-1,,som,Ritchie-2019-110-7,lix,lix,,,Ritchie2019,,
som-Ritchie-2019-110-8-1,,som,Ritchie-2019-110-8,toddobo,toddobo,,,Ritchie2019,,
som-Ritchie-2019-110-9-1,,som,Ritchie-2019-110-9,siddeed,siddeed,,,Ritchie2019,,
som-Ritchie-2019-110-10-1,,som,Ritchie-2019-110-10,sagaal,sagaal,,,Ritchie2019,,
som-Ritchie-2019-110-11-1,,som,Ritchie-2019-110-11,toban,toban,,,Ritchie2019,,
som-Ritchie-2019-110-12-1,,som,Ritchie-2019-110-12,toban iyo kow,toban iyo kow,,,Ritchie2019,,
som-Ritchie-2019-110-13-1,,som,Ritchie-2019-110-13,toban iyo labo,toban iyo labo,,,Ritchie2019,,
som-Ritchie-2019-110-14-1,,som,Ritchie-2019-110-14,toban iyo saddex,toban iyo saddex,,,Ritchie2019,,
som-Ritchie-2019-110-15-1,,som,Ritchie-2019-110-15,toban iyo afar,toban iyo afar,,,Ritchie2019,,
som-Ritchie-2019-110-16-1,,som,Ritchie-2019-110-16,toban iyo shan,toban iyo shan,,,Ritchie2019,,
som-Ritchie-2019-110-17-1,,som,Ritchie-2019-110-17,toban iyo lix,toban iyo lix,,,Ritchie2019,,
som-Ritchie-2019-110-18-1,,som,Ritchie-2019-110-18,toban iyo toddobo,toban iyo toddobo,,,Ritchie2019,,
som-Ritchie-2019-110-19-1,,som,Ritchie-2019-110-19,toban iyo siddeed,toban iyo siddeed,,,Ritchie2019,,
som-Ritchie-2019-110-20-1,,som,Ritchie-2019-110-20,toban iyo sagaal,toban iyo sagaal,,,Ritchie2019,,
som-Ritchie-2019-110-21-1,,som,Ritchie-2019-110-21,labaatan,labaatan,,,Ritchie2019,,
som-Ritchie-2019-110-22-1,,som,Ritchie-2019-110-22,labaatan iyo kow,labaatan iyo kow,,,Ritchie2019,,
som-Ritchie-2019-110-23-1,,som,Ritchie-2019-110-23,labaatan iyo labo,labaatan iyo labo,,,Ritchie2019,,
som-Ritchie-2019-110-24-1,,som,Ritchie-2019-110-24,labaatan iyo saddex,labaatan iyo saddex,,,Ritchie2019,,
som-Ritchie-2019-110-25-1,,som,Ritchie-2019-110-25,labaatan iyo afar,labaatan iyo afar,,,Ritchie2019,,
som-Ritchie-2019-110-26-1,,som,Ritchie-2019-110-26,labaatan iyo shan,labaatan iyo shan,,,Ritchie2019,,
som-Ritchie-2019-110-27-1,,som,Ritchie-2019-110-27,labaatan iyo lix,labaatan iyo lix,,,Ritchie2019,,
som-Ritchie-2019-110-28-1,,som,Ritchie-2019-110-28,labaatan iyo toddobo,labaatan iyo toddobo,,,Ritchie2019,,
som-Ritchie-2019-110-29-1,,som,Ritchie-2019-110-29,labaatan iyo siddeed,labaatan iyo siddeed,,,Ritchie2019,,
som-Ritchie-2019-110-30-1,,som,Ritchie-2019-110-30,labaatan iyo sagaal,labaatan iyo sagaal,,,Ritchie2019,,
som-Ritchie-2019-110-31-1,,som,Ritchie-2019-110-31,soddon,soddon,,,Ritchie2019,,
som-Ritchie-2019-110-32-1,,som,Ritchie-2019-110-32,soddon iyo kow,soddon iyo kow,,,Ritchie2019,,
som-Ritchie-2019-110-33-1,,som,Ritchie-2019-110-33,soddon iyo labo,soddon iyo labo,,,Ritchie2019,,
som-Ritchie-2019-110-34-1,,som,Ritchie-2019-110-34,soddon iyo saddex,soddon iyo saddex,,,Ritchie2019,,
som-Ritchie-2019-110-35-1,,som,Ritchie-2019-110-35,soddon iyo afar,soddon iyo afar,,,Ritchie2019,,
som-Ritchie-2019-110-36-1,,som,Ritchie-2019-110-36,soddon iyo shan,soddon iyo shan,,,Ritchie2019,,
som-Ritchie-2019-110-37-1,,som,Ritchie-2019-110-37,soddon iyo lix,soddon iyo lix,,,Ritchie2019,,
som-Ritchie-2019-110-38-1,,som,Ritchie-2019-110-38,soddon iyo toddobo,soddon iyo toddobo,,,Ritchie2019,,
som-Ritchie-2019-110-39-1,,som,Ritchie-2019-110-39,soddon iyo siddeed,soddon iyo siddeed,,,Ritchie2019,,
som-Ritchie-2019-110-40-1,,som,Ritchie-2019-110-40,soddon iyo sagaal,soddon iyo sagaal,,,Ritchie2019,,
som-Ritchie-2019-110-41-1,,som,Ritchie-2019-110-41,afartan,afartan,,,Ritchie2019,,
som-Ritchie-2019-110-42-1,,som,Ritchie-2019-110-42,afartan iyo kow,afartan iyo kow,,,Ritchie2019,,
som-Ritchie-2019-110-43-1,,som,Ritchie-2019-110-43,afartan iyo labo,afartan iyo labo,,,Ritchie2019,,
som-Ritchie-2019-110-44-1,,som,Ritchie-2019-110-44,afartan iyo saddex,afartan iyo saddex,,,Ritchie2019,,
som-Ritchie-2019-110-45-1,,som,Ritchie-2019-110-45,afartan iyo afar,afartan iyo afar,,,Ritchie2019,,
som-Ritchie-2019-110-46-1,,som,Ritchie-2019-110-46,afartan iyo shan,afartan iyo shan,,,Ritchie2019,,
som-Ritchie-2019-110-47-1,,som,Ritchie-2019-110-47,afartan iyo lix,afartan iyo lix,,,Ritchie2019,,
som-Ritchie-2019-110-48-1,,som,Ritchie-2019-110-48,afartan iyo toddobo,afartan iyo toddobo,,,Ritchie2019,,
som-Ritchie-2019-110-49-1,,som,Ritchie-2019-110-49,afartan iyo siddeed,afartan iyo siddeed,,,Ritchie2019,,
som-Ritchie-2019-110-50-1,,som,Ritchie-2019-110-50,afartan iyo sagaal,afartan iyo sagaal,,,Ritchie2019,,
som-Ritchie-2019-110-51-1,,som,Ritchie-2019-110-51,konton,konton,,,Ritchie2019,,
som-Ritchie-2019-110-52-1,,som,Ritchie-2019-110-52,konton iyo kow,konton iyo kow,,,Ritchie2019,,
som-Ritchie-2019-110-53-1,,som,Ritchie-2019-110-53,konton iyo labo,konton iyo labo,,,Ritchie2019,,
som-Ritchie-2019-110-54-1,,som,Ritchie-2019-110-54,konton iyo saddex,konton iyo saddex,,,Ritchie2019,,
som-Ritchie-2019-110-55-1,,som,Ritchie-2019-110-55,konton iyo afar,konton iyo afar,,,Ritchie2019,,
som-Ritchie-2019-110-56-1,,som,Ritchie-2019-110-56,konton iyo shan,konton iyo shan,,,Ritchie2019,,
som-Ritchie-2019-110-57-1,,som,Ritchie-2019-110-57,konton iyo lix,konton iyo lix,,,Ritchie2019,,
som-Ritchie-2019-110-58-1,,som,Ritchie-2019-110-58,konton iyo toddobo,konton iyo toddobo,,,Ritchie2019,,
som-Ritchie-2019-110-59-1,,som,Ritchie-2019-110-59,konton iyo siddeed,konton iyo siddeed,,,Ritchie2019,,
som-Ritchie-2019-110-60-1,,som,Ritchie-2019-110-60,konton iyo sagaal,konton iyo sagaal,,,Ritchie2019,,
som-Ritchie-2019-110-61-1,,som,Ritchie-2019-110-61,lixdan,lixdan,,,Ritchie2019,,
som-Ritchie-2019-110-62-1,,som,Ritchie-2019-110-62,lixdan iyo kow,lixdan iyo kow,,,Ritchie2019,,
som-Ritchie-2019-110-63-1,,som,Ritchie-2019-110-63,lixdan iyo labo,lixdan iyo labo,,,Ritchie2019,,
som-Ritchie-2019-110-64-1,,som,Ritchie-2019-110-64,lixdan iyo saddex,lixdan iyo saddex,,,Ritchie2019,,
som-Ritchie-2019-110-65-1,,som,Ritchie-2019-110-65,lixdan iyo afar,lixdan iyo afar,,,Ritchie2019,,
som-Ritchie-2019-110-66-1,,som,Ritchie-2019-110-66,lixdan iyo shan,lixdan iyo shan,,,Ritchie2019,,
som-Ritchie-2019-110-67-1,,som,Ritchie-2019-110-67,lixdan iyo lix,lixdan iyo lix,,,Ritchie2019,,
som-Ritchie-2019-110-68-1,,som,Ritchie-2019-110-68,lixdan iyo toddobo,lixdan iyo toddobo,,,Ritchie2019,,
som-Ritchie-2019-110-69-1,,som,Ritchie-2019-110-69,lixdan iyo siddeed,lixdan iyo siddeed,,,Ritchie2019,,
som-Ritchie-2019-110-70-1,,som,Ritchie-2019-110-70,lixdan iyo sagaal,lixdan iyo sagaal,,,Ritchie2019,,
som-Ritchie-2019-110-71-1,,som,Ritchie-2019-110-71,toddobaatan,toddobaatan,,,Ritchie2019,,
som-Ritchie-2019-110-72-1,,som,Ritchie-2019-110-72,toddobaatan iyo kow,toddobaatan iyo kow,,,Ritchie2019,,
som-Ritchie-2019-110-73-1,,som,Ritchie-2019-110-73,toddobaatan iyo labo,toddobaatan iyo labo,,,Ritchie2019,,
som-Ritchie-2019-110-74-1,,som,Ritchie-2019-110-74,toddobaatan iyo saddex,toddobaatan iyo saddex,,,Ritchie2019,,
som-Ritchie-2019-110-75-1,,som,Ritchie-2019-110-75,toddobaatan iyo afar,toddobaatan iyo afar,,,Ritchie2019,,
som-Ritchie-2019-110-76-1,,som,Ritchie-2019-110-76,toddobaatan iyo shan,toddobaatan iyo shan,,,Ritchie2019,,
som-Ritchie-2019-110-77-1,,som,Ritchie-2019-110-77,toddobaatan iyo lix,toddobaatan iyo lix,,,Ritchie2019,,
som-Ritchie-2019-110-78-1,,som,Ritchie-2019-110-78,toddobaatan iyo toddobo,toddobaatan iyo toddobo,,,Ritchie2019,,
som-Ritchie-2019-110-79-1,,som,Ritchie-2019-110-79,toddobaatan iyo siddeed,toddobaatan iyo siddeed,,,Ritchie2019,,
som-Ritchie-2019-110-80-1,,som,Ritchie-2019-110-80,toddobaatan iyo sagaal,toddobaatan iyo sagaal,,,Ritchie2019,,
som-Ritchie-2019-110-81-1,,som,Ritchie-2019-110-81,siddeetan,siddeetan,,,Ritchie2019,,
som-Ritchie-2019-110-82-1,,som,Ritchie-2019-110-82,siddeetan iyo kow,siddeetan iyo kow,,,Ritchie2019,,
som-Ritchie-2019-110-83-1,,som,Ritchie-2019-110-83,siddeetan iyo labo,siddeetan iyo labo,,,Ritchie2019,,
som-Ritchie-2019-110-84-1,,som,Ritchie-2019-110-84,siddeetan iyo saddex,siddeetan iyo saddex,,,Ritchie2019,,
som-Ritchie-2019-110-85-1,,som,Ritchie-2019-110-85,siddeetan iyo afar,siddeetan iyo afar,,,Ritchie2019,,
som-Ritchie-2019-110-86-1,,som,Ritchie-2019-110-86,siddeetan iyo shan,siddeetan iyo shan,,,Ritchie2019,,
som-Ritchie-2019-110-87-1,,som,Ritchie-2019-110-87,siddeetan iyo lix,siddeetan iyo lix,,,Ritchie2019,,
som-Ritchie-2019-110-88-1,,som,Ritchie-2019-110-88,siddeetan iyo toddobo,siddeetan iyo toddobo,,,Ritchie2019,,
som-Ritchie-2019-110-89-1,,som,Ritchie-2019-110-89,siddeetan iyo siddeed,siddeetan iyo siddeed,,,Ritchie2019,,
som-Ritchie-2019-110-90-1,,som,Ritchie-2019-110-90,siddeetan iyo sagaal,siddeetan iyo sagaal,,,Ritchie2019,,
som-Ritchie-2019-110-91-1,,som,Ritchie-2019-110-91,sagaashan,sagaashan,,,Ritchie2019,,
som-Ritchie-2019-110-92-1,,som,Ritchie-2019-110-92,sagaashan iyo kow,sagaashan iyo kow,,,Ritchie2019,,
som-Ritchie-2019-110-93-1,,som,Ritchie-2019-110-93,sagaashan iyo labo,sagaashan iyo labo,,,Ritchie2019,,
som-Ritchie-2019-110-94-1,,som,Ritchie-2019-110-94,sagaashan iyo saddex,sagaashan iyo saddex,,,Ritchie2019,,
som-Ritchie-2019-110-95-1,,som,Ritchie-2019-110-95,sagaashan iyo afar,sagaashan iyo afar,,,Ritchie2019,,
som-Ritchie-2019-110-96-1,,som,Ritchie-2019-110-96,sagaashan iyo shan,sagaashan iyo shan,,,Ritchie2019,,
som-Ritchie-2019-110-97-1,,som,Ritchie-2019-110-97,sagaashan iyo lix,sagaashan iyo lix,,,Ritchie2019,,
som-Ritchie-2019-110-98-1,,som,Ritchie-2019-110-98,sagaashan iyo toddobo,sagaashan iyo toddobo,,,Ritchie2019,,
som-Ritchie-2019-110-99-1,,som,Ritchie-2019-110-99,sagaashan iyo siddeed,sagaashan iyo siddeed,,,Ritchie2019,,
som-Ritchie-2019-110-100-1,,som,Ritchie-2019-110-100,sagaashan iyo sagaal,sagaashan iyo sagaal,,,Ritchie2019,,
som-Ritchie-2019-110-101-1,,som,Ritchie-2019-110-101,boqol,boqol,,,Ritchie2019,,
som-Ritchie-2019-110-102-1,,som,Ritchie-2019-110-102,kun,kun,,,Ritchie2019,,
som-Ritchie-2019-110-103-1,,som,Ritchie-2019-110-103,toban kun,toban kun,,,Ritchie2019,,
som-Ritchie-2019-110-104-1,,som,Ritchie-2019-110-104,boqol oo kun,boqol oo kun,,,Ritchie2019,,
som-Ritchie-2019-110-105-1,,som,Ritchie-2019-110-105,malyan,malyan,,,Ritchie2019,,
som-Ritchie-2019-110-106-1,,som,Ritchie-2019-110-106,toban malyan,toban malyan,,,Ritchie2019,,
som-Ritchie-2019-110-107-1,,som,Ritchie-2019-110-107,boqol oo malyan,boqol oo malyan,,,Ritchie2019,,
som-Ritchie-2019-110-108-1,,som,Ritchie-2019-110-108,bilyan,bilyan,,,Ritchie2019,,
som-Ritchie-2019-110-109-1,,som,Ritchie-2019-110-109,toban bilyan,toban bilyan,,,Ritchie2019,,
som-Ritchie-2019-110-110-1,,som,Ritchie-2019-110-110,boqol oo bilyan,boqol oo bilyan,,,Ritchie2019,,
sot-Ritchie-2019-110-1-1,,sot,Ritchie-2019-110-1,noto,noto,,,Ritchie2019,,
sot-Ritchie-2019-110-2-1,,sot,Ritchie-2019-110-2,nngwe,nngwe,,,Ritchie2019,,
sot-Ritchie-2019-110-3-1,,sot,Ritchie-2019-110-3,pedi,pedi,,,Ritchie2019,,
sot-Ritchie-2019-110-4-1,,sot,Ritchie-2019-110-4,tharo,tharo,,,Ritchie2019,,
sot-Ritchie-2019-110-5-1,,sot,Ritchie-2019-110-5,nne,nne,,,Ritchie2019,,
sot-Ritchie-2019-110-6-1,,sot,Ritchie-2019-110-6,hlano,hlano,,,Ritchie2019,,
sot-Ritchie-2019-110-7-1,,sot,Ritchie-2019-110-7,tshelela,tshelela,,,Ritchie2019,,
sot-Ritchie-2019-110-8-1,,sot,Ritchie-2019-110-8,supa,supa,,,Ritchie2019,,
sot-Ritchie-2019-110-9-1,,sot,Ritchie-2019-110-9,robedi,robedi,,,Ritchie2019,,
sot-Ritchie-2019-110-10-1,,sot,Ritchie-2019-110-10,robong,robong,,,Ritchie2019,,
sot-Ritchie-2019-110-11-1,,sot,Ritchie-2019-110-11,leshome,leshome,,,Ritchie2019,,
sot-Ritchie-2019-110-12-1,,sot,Ritchie-2019-110-12,leshome le mong,leshome le mong,,,Ritchie2019,,
sot-Ritchie-2019-110-13-1,,sot,Ritchie-2019-110-13,leshome le mmedi,leshome le mmedi,,,Ritchie2019,,
sot-Ritchie-2019-110-14-1,,sot,Ritchie-2019-110-14,leshome le meraro,leshome le meraro,,,Ritchie2019,,
sot-Ritchie-2019-110-15-1,,sot,Ritchie-2019-110-15,leshome le mene,leshome le mene,,,Ritchie2019,,
sot-Ritchie-2019-110-16-1,,sot,Ritchie-2019-110-16,leshome le mehlano,leshome le mehlano,,,Ritchie2019,,
sot-Ritchie-2019-110-17-1,,sot,Ritchie-2019-110-17,leshome le tsheletseng,leshome le tsheletseng,,,Ritchie2019,,
sot-Ritchie-2019-110-18-1,,sot,Ritchie-2019-110-18,leshome le supileng,leshome le supileng,,,Ritchie2019,,
sot-Ritchie-2019-110-19-1,,sot,Ritchie-2019-110-19,leshome le robedi,leshome le robedi,,,Ritchie2019,,
sot-Ritchie-2019-110-20-1,,sot,Ritchie-2019-110-20,leshome le robong,leshome le robong,,,Ritchie2019,,
sot-Ritchie-2019-110-21-1,,sot,Ritchie-2019-110-21,mashome mabedi,mashome mabedi,,,Ritchie2019,,
sot-Ritchie-2019-110-22-1,,sot,Ritchie-2019-110-22,mashome mabedi a mong,mashome mabedi a mong,,,Ritchie2019,,
sot-Ritchie-2019-110-23-1,,sot,Ritchie-2019-110-23,mashome mabedi a mmedi,mashome mabedi a mmedi,,,Ritchie2019,,
sot-Ritchie-2019-110-24-1,,sot,Ritchie-2019-110-24,mashome mabedi a meraro,mashome mabedi a meraro,,,Ritchie2019,,
sot-Ritchie-2019-110-25-1,,sot,Ritchie-2019-110-25,mashome mabedi a mene,mashome mabedi a mene,,,Ritchie2019,,
sot-Ritchie-2019-110-26-1,,sot,Ritchie-2019-110-26,mashome mabedi a mehlano,mashome mabedi a mehlano,,,Ritchie2019,,
sot-Ritchie-2019-110-27-1,,sot,Ritchie-2019-110-27,mashome mabedi a tsheletseng,mashome mabedi a tsheletseng,,,Ritchie2019,,
sot-Ritchie-2019-110-28-1,,sot,Ritchie-2019-110-28,mashome mabedi a supileng,mashome mabedi a supileng,,,Ritchie2019,,
sot-Ritchie-2019-110-29-1,,sot,Ritchie-2019-110-29,mashome mabedi a robedi,mashome mabedi a robedi,,,Ritchie2019,,
sot-Ritchie-2019-110-30-1,,sot,Ritchie-2019-110-30,mashome mabedi a robong,mashome mabedi a robong,,,Ritchie2019,,
sot-Ritchie-2019-110-31-1,,sot,Ritchie-2019-110-31,mashome mararo,mashome mararo,,,Ritchie2019,,
sot-Ritchie-2019-110-32-1,,sot,Ritchie-2019-110-32,mashome mararo a mong,mashome mararo a mong,,,Ritchie2019,,
sot-Ritchie-2019-110-33-1,,sot,Ritchie-2019-110-33,mashome mararo a mmedi,mashome mararo a mmedi,,,Ritchie2019,,
sot-Ritchie-2019-110-34-1,,sot,Ritchie-2019-110-34,mashome mararo a meraro,mashome mararo a meraro,,,Ritchie2019,,
sot-Ritchie-2019-110-35-1,,sot,Ritchie-2019-110-35,mashome mararo a mene,mashome mararo a mene,,,Ritchie2019,,
sot-Ritchie-2019-110-36-1,,sot,Ritchie-2019-110-36,mashome mararo a mehlano,mashome mararo a mehlano,,,Ritchie2019,,
sot-Ritchie-2019-110-37-1,,sot,Ritchie-2019-110-37,mashome mararo a tsheletseng,mashome mararo a tsheletseng,,,Ritchie2019,,
sot-Ritchie-2019-110-38-1,,sot,Ritchie-2019-110-38,mashome mararo a supileng,mashome mararo a supileng,,,Ritchie2019,,
sot-Ritchie-2019-110-39-1,,sot,Ritchie-2019-110-39,mashome mararo a robedi,mashome mararo a robedi,,,Ritchie2019,,
sot-Ritchie-2019-110-40-1,,sot,Ritchie-2019-110-40,mashome mararo a robong,mashome mararo a robong,,,Ritchie2019,,
sot-Ritchie-2019-110-41-1,,sot,Ritchie-2019-110-41,mashome mane,mashome mane,,,Ritchie2019,,
sot-Ritchie-2019-110-42-1,,sot,Ritchie-2019-110-42,mashome mane a mong,mashome mane a mong,,,Ritchie2019,,
sot-Ritchie-2019-110-43-1,,sot,Ritchie-2019-110-43,mashome mane a mmedi,mashome mane a mmedi,,,Ritchie2019,,
sot-Ritchie-2019-110-44-1,,sot,Ritchie-2019-110-44,mashome mane a meraro,mashome mane a meraro,,,Ritchie2019,,
