ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
asm-Ritchie-2019-110-98-1,,asm,Ritchie-2019-110-98,সাতানব্বৈ,সাতানব্বৈ,,,Ritchie2019,,
asm-Ritchie-2019-110-99-1,,asm,Ritchie-2019-110-99,আঠানব্বৈ,আঠানব্বৈ,,,Ritchie2019,,
asm-Ritchie-2019-110-100-1,,asm,Ritchie-2019-110-100,নিৰানব্বৈ,নিৰানব্বৈ,,,Ritchie2019,,
asm-Ritchie-2019-110-101-1,,asm,Ritchie-2019-110-101,এশ,এশ,,,Ritchie2019,,
asm-Ritchie-2019-110-102-1,,asm,Ritchie-2019-110-102,এক হাজাৰ,এক হাজাৰ,,,Ritchie2019,,
asm-Ritchie-2019-110-103-1,,asm,Ritchie-2019-110-103,দহ হাজাৰ,দহ হাজাৰ,,,Ritchie2019,,
asm-Ritchie-2019-110-104-1,,asm,Ritchie-2019-110-104,এক লাখ,এক লাখ,,,Ritchie2019,,
asm-Ritchie-2019-110-105-1,,asm,Ritchie-2019-110-105,দহ লাখ,দহ লাখ,,,Ritchie2019,,
asm-Ritchie-2019-110-106-1,,asm,Ritchie-2019-110-106,এক কোটি,এক কোটি,,,Ritchie2019,,
asm-Ritchie-2019-110-107-1,,asm,Ritchie-2019-110-107,দহ কোটি,দহ কোটি,,,Ritchie2019,,
asm-Ritchie-2019-110-108-1,,asm,Ritchie-2019-110-108,এশ কোটি,এশ কোটি,,,Ritchie2019,,
asm-Ritchie-2019-110-109-1,,asm,Ritchie-2019-110-109,এক হাজাৰ কোটি,এক হাজাৰ কোটি,,,Ritchie2019,,
asm-Ritchie-2019-110-110-1,,asm,Ritchie-2019-110-110,দহ হাজাৰ কোটি,দহ হাজাৰ কোটি,,,Ritchie2019,,
awa-Ritchie-2019-110-1-1,,awa,Ritchie-2019-110-1,शून्य,शून्य,,,Ritchie2019,,
awa-Ritchie-2019-110-2-1,,awa,Ritchie-2019-110-2,एक,एक,,,Ritchie2019,,
awa-Ritchie-2019-110-3-1,,awa,Ritchie-2019-110-3,दो,दो,,,Ritchie2019,,
awa-Ritchie-2019-110-4-1,,awa,Ritchie-2019-110-4,तीन,तीन,,,Ritchie2019,,
awa-Ritchie-2019-110-5-1,,awa,Ritchie-2019-110-5,चार,चार,,,Ritchie2019,,
awa-Ritchie-2019-110-6-1,,awa,Ritchie-2019-110-6,पांच,पांच,,,Ritchie2019,,
awa-Ritchie-2019-110-7-1,,awa,Ritchie-2019-110-7,छह,छह,,,Ritchie2019,,
awa-Ritchie-2019-110-8-1,,awa,Ritchie-2019-110-8,सात,सात,,,Ritchie2019,,
awa-Ritchie-2019-110-9-1,,awa,Ritchie-2019-110-9,आठ,आठ,,,Ritchie2019,,
awa-Ritchie-2019-110-10-1,,awa,Ritchie-2019-110-10,नौ,नौ,,,Ritchie2019,,
awa-Ritchie-2019-110-11-1,,awa,Ritchie-2019-110-11,दस,दस,,,Ritchie2019,,
awa-Ritchie-2019-110-12-1,,awa,Ritchie-2019-110-12,ग्यारह,ग्यारह,,,Ritchie2019,,
awa-Ritchie-2019-110-13-1,,awa,Ritchie-2019-110-13,बारह,बारह,,,Ritchie2019,,
awa-Ritchie-2019-110-14-1,,awa,Ritchie-2019-110-14,तेरह,तेरह,,,Ritchie2019,,
awa-Ritchie-2019-110-15-1,,awa,Ritchie-2019-110-15,चौदह,चौदह,,,Ritchie2019,,
awa-Ritchie-2019-110-16-1,,awa,Ritchie-2019-110-16,पंद्रह,पंद्रह,,,Ritchie2019,,
awa-Ritchie-2019-110-17-1,,awa,Ritchie-2019-110-17,सोलह,सोलह,,,Ritchie2019,,
awa-Ritchie-2019-110-18-1,,awa,Ritchie-2019-110-18,सत्रह,सत्रह,,,Ritchie2019,,
awa-Ritchie-2019-110-19-1,,awa,Ritchie-2019-110-19,अठारह,अठारह,,,Ritchie2019,,
awa-Ritchie-2019-110-20-1,,awa,Ritchie-2019-110-20,उन्नीस,उन्नीस,,,Ritchie2019,,
awa-Ritchie-2019-110-21-1,,awa,Ritchie-2019-110-21,बीस,बीस,,,Ritchie2019,,
awa-Ritchie-2019-110-22-1,,awa,Ritchie-2019-110-22,इक्कीस,इक्कीस,,,Ritchie2019,,
awa-Ritchie-2019-110-23-1,,awa,Ritchie-2019-110-23,बाईस,बाईस,,,Ritchie2019,,
awa-Ritchie-2019-110-24-1,,awa,Ritchie-2019-110-24,तेईस,तेईस,,,Ritchie2019,,
awa-Ritchie-2019-110-25-1,,awa,Ritchie-2019-110-25,चौबीस,चौबीस,,,Ritchie2019,,
awa-Ritchie-2019-110-26-1,,awa,Ritchie-2019-110-26,पच्चीस,पच्चीस,,,Ritchie2019,,
awa-Ritchie-2019-110-27-1,,awa,Ritchie-2019-110-27,छब्बीस,छब्बीस,,,Ritchie2019,,
awa-Ritchie-2019-110-28-1,,awa,Ritchie-2019-110-28,सताइस,सताइस,,,Ritchie2019,,
awa-Ritchie-2019-110-29-1,,awa,Ritchie-2019-110-29,अट्ठाइस,अट्ठाइस,,,Ritchie2019,,
awa-Ritchie-2019-110-30-1,,awa,Ritchie-2019-110-30,उनतीस,उनतीस,,,Ritchie2019,,
awa-Ritchie-2019-110-31-1,,awa,Ritchie-2019-110-31,तीस,तीस,,,Ritchie2019,,
awa-Ritchie-2019-110-32-1,,awa,Ritchie-2019-110-32,इकतीस,इकतीस,,,Ritchie2019,,
awa-Ritchie-2019-110-33-1,,awa,Ritchie-2019-110-33,बत्तीस,बत्तीस,,,Ritchie2019,,
awa-Ritchie-2019-110-34-1,,awa,Ritchie-2019-110-34,तैंतीस,तैंतीस,,,Ritchie2019,,
awa-Ritchie-2019-110-35-1,,awa,Ritchie-2019-110-35,चौंतीस,चौंतीस,,,Ritchie2019,,
awa-Ritchie-2019-110-36-1,,awa,Ritchie-2019-110-36,पैंतीस,पैंतीस,,,Ritchie2019,,
awa-Ritchie-2019-110-37-1,,awa,Ritchie-2019-110-37,छत्तीस,छत्तीस,,,Ritchie2019,,
awa-Ritchie-2019-110-38-1,,awa,Ritchie-2019-110-38,सैंतीस,सैंतीस,,,Ritchie2019,,
awa-Ritchie-2019-110-39-1,,awa,Ritchie-2019-110-39,अड़तीस,अड़तीस,,,Ritchie2019,,
awa-Ritchie-2019-110-40-1,,awa,Ritchie-2019-110-40,उनतालीस,उनतालीस,,,Ritchie2019,,
awa-Ritchie-2019-110-41-1,,awa,Ritchie-2019-110-41,चालीस,चालीस,,,Ritchie2019,,
awa-Ritchie-2019-110-42-1,,awa,Ritchie-2019-110-42,इकतालीस,इकतालीस,,,Ritchie2019,,
awa-Ritchie-2019-110-43-1,,awa,Ritchie-2019-110-43,बयालीस,बयालीस,,,Ritchie2019,,
awa-Ritchie-2019-110-44-1,,awa,Ritchie-2019-110-44,तैंतालीस,तैंतालीस,,,Ritchie2019,,
awa-Ritchie-2019-110-45-1,,awa,Ritchie-2019-110-45,चवालीस,चवालीस,,,Ritchie2019,,
awa-Ritchie-2019-110-46-1,,awa,Ritchie-2019-110-46,पैंतालिस,पैंतालिस,,,Ritchie2019,,
awa-Ritchie-2019-110-47-1,,awa,Ritchie-2019-110-47,छियालीस,छियालीस,,,Ritchie2019,,
awa-Ritchie-2019-110-48-1,,awa,Ritchie-2019-110-48,सैंतालीस,सैंतालीस,,,Ritchie2019,,
awa-Ritchie-2019-110-49-1,,awa,Ritchie-2019-110-49,अड़तालीस,अड़तालीस,,,Ritchie2019,,
awa-Ritchie-2019-110-50-1,,awa,Ritchie-2019-110-50,उनचास,उनचास,,,Ritchie2019,,
awa-Ritchie-2019-110-51-1,,awa,Ritchie-2019-110-51,पचास,पचास,,,Ritchie2019,,
awa-Ritchie-2019-110-52-1,,awa,Ritchie-2019-110-52,इक्यावन,इक्यावन,,,Ritchie2019,,
awa-Ritchie-2019-110-53-1,,awa,Ritchie-2019-110-53,बावन,बावन,,,Ritchie2019,,
awa-Ritchie-2019-110-54-1,,awa,Ritchie-2019-110-54,तिरपन,तिरपन,,,Ritchie2019,,
awa-Ritchie-2019-110-55-1,,awa,Ritchie-2019-110-55,चौवन,चौवन,,,Ritchie2019,,
awa-Ritchie-2019-110-56-1,,awa,Ritchie-2019-110-56,पचपन,पचपन,,,Ritchie2019,,
awa-Ritchie-2019-110-57-1,,awa,Ritchie-2019-110-57,छप्पन,छप्पन,,,Ritchie2019,,
awa-Ritchie-2019-110-58-1,,awa,Ritchie-2019-110-58,सतावन,सतावन,,,Ritchie2019,,
awa-Ritchie-2019-110-59-1,,awa,Ritchie-2019-110-59,अठ्ठावन,अठ्ठावन,,,Ritchie2019,,
awa-Ritchie-2019-110-60-1,,awa,Ritchie-2019-110-60,उनसठ,उनसठ,,,Ritchie2019,,
awa-Ritchie-2019-110-61-1,,awa,Ritchie-2019-110-61,साठ,साठ,,,Ritchie2019,,
awa-Ritchie-2019-110-62-1,,awa,Ritchie-2019-110-62,इकसठ,इकसठ,,,Ritchie2019,,
awa-Ritchie-2019-110-63-1,,awa,Ritchie-2019-110-63,बासठ,बासठ,,,Ritchie2019,,
awa-Ritchie-2019-110-64-1,,awa,Ritchie-2019-110-64,तिरसठ,तिरसठ,,,Ritchie2019,,
awa-Ritchie-2019-110-65-1,,awa,Ritchie-2019-110-65,चौंसठ,चौंसठ,,,Ritchie2019,,
awa-Ritchie-2019-110-66-1,,awa,Ritchie-2019-110-66,पैंसठ,पैंसठ,,,Ritchie2019,,
awa-Ritchie-2019-110-67-1,,awa,Ritchie-2019-110-67,छियासठ,छियासठ,,,Ritchie2019,,
awa-Ritchie-2019-110-68-1,,awa,Ritchie-2019-110-68,सड़सठ,सड़सठ,,,Ritchie2019,,
awa-Ritchie-2019-110-69-1,,awa,Ritchie-2019-110-69,अड़सठ,अड़सठ,,,Ritchie2019,,
awa-Ritchie-2019-110-70-1,,awa,Ritchie-2019-110-70,उनहत्तर,उनहत्तर,,,Ritchie2019,,
awa-Ritchie-2019-110-71-1,,awa,Ritchie-2019-110-71,सत्तर,सत्तर,,,Ritchie2019,,
awa-Ritchie-2019-110-72-1,,awa,Ritchie-2019-110-72,इकहत्तर,इकहत्तर,,,Ritchie2019,,
awa-Ritchie-2019-110-73-1,,awa,Ritchie-2019-110-73,बहत्तर,बहत्तर,,,Ritchie2019,,
awa-Ritchie-2019-110-74-1,,awa,Ritchie-2019-110-74,तिहत्तर,तिहत्तर,,,Ritchie2019,,
awa-Ritchie-2019-110-75-1,,awa,Ritchie-2019-110-75,चौहत्तर,चौहत्तर,,,Ritchie2019,,
awa-Ritchie-2019-110-76-1,,awa,Ritchie-2019-110-76,पचहत्तर,पचहत्तर,,,Ritchie2019,,
awa-Ritchie-2019-110-77-1,,awa,Ritchie-2019-110-77,छिहत्तर,छिहत्तर,,,Ritchie2019,,
awa-Ritchie-2019-110-78-1,,awa,Ritchie-2019-110-78,सतहत्तर,सतहत्तर,,,Ritchie2019,,
awa-Ritchie-2019-110-79-1,,awa,Ritchie-2019-110-79,अठहत्तर,अठहत्तर,,,Ritchie2019,,
awa-Ritchie-2019-110-80-1,,awa,Ritchie-2019-110-80,उन्यासी,उन्यासी,,,Ritchie2019,,
awa-Ritchie-2019-110-81-1,,awa,Ritchie-2019-110-81,अस्सी,अस्सी,,,Ritchie2019,,
awa-Ritchie-2019-110-82-1,,awa,Ritchie-2019-110-82,इक्यासी,इक्यासी,,,Ritchie2019,,
awa-Ritchie-2019-110-83-1,,awa,Ritchie-2019-110-83,बयासी,बयासी,,,Ritchie2019,,
awa-Ritchie-2019-110-84-1,,awa,Ritchie-2019-110-84,तिरासी,तिरासी,,,Ritchie2019,,
awa-Ritchie-2019-110-85-1,,awa,Ritchie-2019-110-85,चौरासी,चौरासी,,,Ritchie2019,,
awa-Ritchie-2019-110-86-1,,awa,Ritchie-2019-110-86,पचासी,पचासी,,,Ritchie2019,,
awa-Ritchie-2019-110-87-1,,awa,Ritchie-2019-110-87,छियासी,छियासी,,,Ritchie2019,,
awa-Ritchie-2019-110-88-1,,awa,Ritchie-2019-110-88,सतासी,सतासी,,,Ritchie2019,,
awa-Ritchie-2019-110-89-1,,awa,Ritchie-2019-110-89,अठासी,अठासी,,,Ritchie2019,,
awa-Ritchie-2019-110-90-1,,awa,Ritchie-2019-110-90,नवासी,नवासी,,,Ritchie2019,,
awa-Ritchie-2019-110-91-1,,awa,Ritchie-2019-110-91,नब्बे,नब्बे,,,Ritchie2019,,
awa-Ritchie-2019-110-92-1,,awa,Ritchie-2019-110-92,इक्यानवे,इक्यानवे,,,Ritchie2019,,
awa-Ritchie-2019-110-93-1,,awa,Ritchie-2019-110-93,बानवे,बानवे,,,Ritchie2019,,
awa-Ritchie-2019-110-94-1,,awa,Ritchie-2019-110-94,तिरानवे,तिरानवे,,,Ritchie2019,,
awa-Ritchie-2019-110-95-1,,awa,Ritchie-2019-110-95,चौरानवे,चौरानवे,,,Ritchie2019,,
awa-Ritchie-2019-110-96-1,,awa,Ritchie-2019-110-96,पचानवे,पचानवे,,,Ritchie2019,,
awa-Ritchie-2019-110-97-1,,awa,Ritchie-2019-110-97,छियानवे,छियानवे,,,Ritchie2019,,
awa-Ritchie-2019-110-98-1,,awa,Ritchie-2019-110-98,सतानवे,सतानवे,,,Ritchie2019,,
awa-Ritchie-2019-110-99-1,,awa,Ritchie-2019-110-99,अट्ठानवे,अट्ठानवे,,,Ritchie2019,,
awa-Ritchie-2019-110-100-1,,awa,Ritchie-2019-110-100,निन्यानवे,निन्यानवे,,,Ritchie2019,,
awa-Ritchie-2019-110-101-1,,awa,Ritchie-2019-110-101,सौ,सौ,,,Ritchie2019,,
awa-Ritchie-2019-110-102-1,,awa,Ritchie-2019-110-102,हज़ार,हज़ार,,,Ritchie2019,,
awa-Ritchie-2019-110-103-1,,awa,Ritchie-2019-110-103,दस हज़ार,दस हज़ार,,,Ritchie2019,,
awa-Ritchie-2019-110-104-1,,awa,Ritchie-2019-110-104,लाख,लाख,,,Ritchie2019,,
awa-Ritchie-2019-110-105-1,,awa,Ritchie-2019-110-105,दस लाख,दस लाख,,,Ritchie2019,,
awa-Ritchie-2019-110-106-1,,awa,Ritchie-2019-110-106,करोड़,करोड़,,,Ritchie2019,,
awa-Ritchie-2019-110-107-1,,awa,Ritchie-2019-110-107,दस करोड़,दस करोड़,,,Ritchie2019,,
awa-Ritchie-2019-110-108-1,,awa,Ritchie-2019-110-108,अरब,अरब,,,Ritchie2019,,
awa-Ritchie-2019-110-109-1,,awa,Ritchie-2019-110-109,दस अरब,दस अरब,,,Ritchie2019,,
awa-Ritchie-2019-110-110-1,,awa,Ritchie-2019-110-110,सौ अरब,सौ अरब,,,Ritchie2019,,
aze_az-Ritchie-2019-110-1-1,,aze_az,Ritchie-2019-110-1,sıfır,sıfır,,,Ritchie2019,,
aze_az-Ritchie-2019-110-2-1,,aze_az,Ritchie-2019-110-2,bir,bir,,,Ritchie2019,,
aze_az-Ritchie-2019-110-3-1,,aze_az,Ritchie-2019-110-3,iki,iki,,,Ritchie2019,,
aze_az-Ritchie-2019-110-4-1,,aze_az,Ritchie-2019-110-4,üç,üç,,,Ritchie2019,,
aze_az-Ritchie-2019-110-5-1,,aze_az,Ritchie-2019-110-5,dörd,dörd,,,Ritchie2019,,
aze_az-Ritchie-2019-110-6-1,,aze_az,Ritchie-2019-110-6,beş,beş,,,Ritchie2019,,
aze_az-Ritchie-2019-110-7-1,,aze_az,Ritchie-2019-110-7,altı,altı,,,Ritchie2019,,
aze_az-Ritchie-2019-110-8-1,,aze_az,Ritchie-2019-110-8,yeddi,yeddi,,,Ritchie2019,,
aze_az-Ritchie-2019-110-9-1,,aze_az,Ritchie-2019-110-9,səkkiz,səkkiz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-10-1,,aze_az,Ritchie-2019-110-10,doqquz,doqquz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-11-1,,aze_az,Ritchie-2019-110-11,on,on,,,Ritchie2019,,
aze_az-Ritchie-2019-110-12-1,,aze_az,Ritchie-2019-110-12,on bir,on bir,,,Ritchie2019,,
aze_az-Ritchie-2019-110-13-1,,aze_az,Ritchie-2019-110-13,on iki,on iki,,,Ritchie2019,,
aze_az-Ritchie-2019-110-14-1,,aze_az,Ritchie-2019-110-14,on üç,on üç,,,Ritchie2019,,
aze_az-Ritchie-2019-110-15-1,,aze_az,Ritchie-2019-110-15,on dörd,on dörd,,,Ritchie2019,,
aze_az-Ritchie-2019-110-16-1,,aze_az,Ritchie-2019-110-16,on beş,on beş,,,Ritchie2019,,
aze_az-Ritchie-2019-110-17-1,,aze_az,Ritchie-2019-110-17,on altı,on altı,,,Ritchie2019,,
aze_az-Ritchie-2019-110-18-1,,aze_az,Ritchie-2019-110-18,on yeddi,on yeddi,,,Ritchie2019,,
aze_az-Ritchie-2019-110-19-1,,aze_az,Ritchie-2019-110-19,on səkkiz,on səkkiz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-20-1,,aze_az,Ritchie-2019-110-20,on doqquz,on doqquz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-21-1,,aze_az,Ritchie-2019-110-21,iyirmi,iyirmi,,,Ritchie2019,,
aze_az-Ritchie-2019-110-22-1,,aze_az,Ritchie-2019-110-22,iyirmi bir,iyirmi bir,,,Ritchie2019,,
aze_az-Ritchie-2019-110-23-1,,aze_az,Ritchie-2019-110-23,iyirmi iki,iyirmi iki,,,Ritchie2019,,
aze_az-Ritchie-2019-110-24-1,,aze_az,Ritchie-2019-110-24,iyirmi üç,iyirmi üç,,,Ritchie2019,,
aze_az-Ritchie-2019-110-25-1,,aze_az,Ritchie-2019-110-25,iyirmi dörd,iyirmi dörd,,,Ritchie2019,,
aze_az-Ritchie-2019-110-26-1,,aze_az,Ritchie-2019-110-26,iyirmi beş,iyirmi beş,,,Ritchie2019,,
aze_az-Ritchie-2019-110-27-1,,aze_az,Ritchie-2019-110-27,iyirmi altı,iyirmi altı,,,Ritchie2019,,
aze_az-Ritchie-2019-110-28-1,,aze_az,Ritchie-2019-110-28,iyirmi yeddi,iyirmi yeddi,,,Ritchie2019,,
aze_az-Ritchie-2019-110-29-1,,aze_az,Ritchie-2019-110-29,iyirmi səkkiz,iyirmi səkkiz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-30-1,,aze_az,Ritchie-2019-110-30,iyirmi doqquz,iyirmi doqquz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-31-1,,aze_az,Ritchie-2019-110-31,otuz,otuz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-32-1,,aze_az,Ritchie-2019-110-32,otuz bir,otuz bir,,,Ritchie2019,,
aze_az-Ritchie-2019-110-33-1,,aze_az,Ritchie-2019-110-33,otuz iki,otuz iki,,,Ritchie2019,,
aze_az-Ritchie-2019-110-34-1,,aze_az,Ritchie-2019-110-34,otuz üç,otuz üç,,,Ritchie2019,,
aze_az-Ritchie-2019-110-35-1,,aze_az,Ritchie-2019-110-35,otuz dörd,otuz dörd,,,Ritchie2019,,
aze_az-Ritchie-2019-110-36-1,,aze_az,Ritchie-2019-110-36,otuz beş,otuz beş,,,Ritchie2019,,
aze_az-Ritchie-2019-110-37-1,,aze_az,Ritchie-2019-110-37,otuz altı,otuz altı,,,Ritchie2019,,
aze_az-Ritchie-2019-110-38-1,,aze_az,Ritchie-2019-110-38,otuz yeddi,otuz yeddi,,,Ritchie2019,,
aze_az-Ritchie-2019-110-39-1,,aze_az,Ritchie-2019-110-39,otuz səkkiz,otuz səkkiz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-40-1,,aze_az,Ritchie-2019-110-40,otuz doqquz,otuz doqquz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-41-1,,aze_az,Ritchie-2019-110-41,qırx,qırx,,,Ritchie2019,,
aze_az-Ritchie-2019-110-42-1,,aze_az,Ritchie-2019-110-42,qırx bir,qırx bir,,,Ritchie2019,,
aze_az-Ritchie-2019-110-43-1,,aze_az,Ritchie-2019-110-43,qırx iki,qırx iki,,,Ritchie2019,,
aze_az-Ritchie-2019-110-44-1,,aze_az,Ritchie-2019-110-44,qırx üç,qırx üç,,,Ritchie2019,,
aze_az-Ritchie-2019-110-45-1,,aze_az,Ritchie-2019-110-45,qırx dörd,qırx dörd,,,Ritchie2019,,
aze_az-Ritchie-2019-110-46-1,,aze_az,Ritchie-2019-110-46,qırx beş,qırx beş,,,Ritchie2019,,
aze_az-Ritchie-2019-110-47-1,,aze_az,Ritchie-2019-110-47,qırx altı,qırx altı,,,Ritchie2019,,
aze_az-Ritchie-2019-110-48-1,,aze_az,Ritchie-2019-110-48,qırx yeddi,qırx yeddi,,,Ritchie2019,,
aze_az-Ritchie-2019-110-49-1,,aze_az,Ritchie-2019-110-49,qırx səkkiz,qırx səkkiz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-50-1,,aze_az,Ritchie-2019-110-50,qırx doqquz,qırx doqquz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-51-1,,aze_az,Ritchie-2019-110-51,əlli,əlli,,,Ritchie2019,,
aze_az-Ritchie-2019-110-52-1,,aze_az,Ritchie-2019-110-52,əlli bir,əlli bir,,,Ritchie2019,,
aze_az-Ritchie-2019-110-53-1,,aze_az,Ritchie-2019-110-53,əlli iki,əlli iki,,,Ritchie2019,,
aze_az-Ritchie-2019-110-54-1,,aze_az,Ritchie-2019-110-54,əlli üç,əlli üç,,,Ritchie2019,,
aze_az-Ritchie-2019-110-55-1,,aze_az,Ritchie-2019-110-55,əlli dörd,əlli dörd,,,Ritchie2019,,
aze_az-Ritchie-2019-110-56-1,,aze_az,Ritchie-2019-110-56,əlli beş,əlli beş,,,Ritchie2019,,
aze_az-Ritchie-2019-110-57-1,,aze_az,Ritchie-2019-110-57,əlli altı,əlli altı,,,Ritchie2019,,
aze_az-Ritchie-2019-110-58-1,,aze_az,Ritchie-2019-110-58,əlli yeddi,əlli yeddi,,,Ritchie2019,,
aze_az-Ritchie-2019-110-59-1,,aze_az,Ritchie-2019-110-59,əlli səkkiz,əlli səkkiz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-60-1,,aze_az,Ritchie-2019-110-60,əlli doqquz,əlli doqquz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-61-1,,aze_az,Ritchie-2019-110-61,altmış,altmış,,,Ritchie2019,,
aze_az-Ritchie-2019-110-62-1,,aze_az,Ritchie-2019-110-62,altmış bir,altmış bir,,,Ritchie2019,,
aze_az-Ritchie-2019-110-63-1,,aze_az,Ritchie-2019-110-63,altmış iki,altmış iki,,,Ritchie2019,,
aze_az-Ritchie-2019-110-64-1,,aze_az,Ritchie-2019-110-64,altmış üç,altmış üç,,,Ritchie2019,,
aze_az-Ritchie-2019-110-65-1,,aze_az,Ritchie-2019-110-65,altmış dörd,altmış dörd,,,Ritchie2019,,
aze_az-Ritchie-2019-110-66-1,,aze_az,Ritchie-2019-110-66,altmış beş,altmış beş,,,Ritchie2019,,
aze_az-Ritchie-2019-110-67-1,,aze_az,Ritchie-2019-110-67,altmış altı,altmış altı,,,Ritchie2019,,
aze_az-Ritchie-2019-110-68-1,,aze_az,Ritchie-2019-110-68,altmış yeddi,altmış yeddi,,,Ritchie2019,,
aze_az-Ritchie-2019-110-69-1,,aze_az,Ritchie-2019-110-69,altmış səkkiz,altmış səkkiz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-70-1,,aze_az,Ritchie-2019-110-70,altmış doqquz,altmış doqquz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-71-1,,aze_az,Ritchie-2019-110-71,yetmiş,yetmiş,,,Ritchie2019,,
aze_az-Ritchie-2019-110-72-1,,aze_az,Ritchie-2019-110-72,yetmiş bir,yetmiş bir,,,Ritchie2019,,
aze_az-Ritchie-2019-110-73-1,,aze_az,Ritchie-2019-110-73,yetmiş iki,yetmiş iki,,,Ritchie2019,,
aze_az-Ritchie-2019-110-74-1,,aze_az,Ritchie-2019-110-74,yetmiş üç,yetmiş üç,,,Ritchie2019,,
aze_az-Ritchie-2019-110-75-1,,aze_az,Ritchie-2019-110-75,yetmiş dörd,yetmiş dörd,,,Ritchie2019,,
aze_az-Ritchie-2019-110-76-1,,aze_az,Ritchie-2019-110-76,yetmiş beş,yetmiş beş,,,Ritchie2019,,
aze_az-Ritchie-2019-110-77-1,,aze_az,Ritchie-2019-110-77,yetmiş altı,yetmiş altı,,,Ritchie2019,,
aze_az-Ritchie-2019-110-78-1,,aze_az,Ritchie-2019-110-78,yetmiş yeddi,yetmiş yeddi,,,Ritchie2019,,
aze_az-Ritchie-2019-110-79-1,,aze_az,Ritchie-2019-110-79,yetmiş səkkiz,yetmiş səkkiz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-80-1,,aze_az,Ritchie-2019-110-80,yetmiş doqquz,yetmiş doqquz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-81-1,,aze_az,Ritchie-2019-110-81,səksən,səksən,,,Ritchie2019,,
aze_az-Ritchie-2019-110-82-1,,aze_az,Ritchie-2019-110-82,səksən bir,səksən bir,,,Ritchie2019,,
aze_az-Ritchie-2019-110-83-1,,aze_az,Ritchie-2019-110-83,səksən iki,səksən iki,,,Ritchie2019,,
aze_az-Ritchie-2019-110-84-1,,aze_az,Ritchie-2019-110-84,səksən üç,səksən üç,,,Ritchie2019,,
aze_az-Ritchie-2019-110-85-1,,aze_az,Ritchie-2019-110-85,səksən dörd,səksən dörd,,,Ritchie2019,,
aze_az-Ritchie-2019-110-86-1,,aze_az,Ritchie-2019-110-86,səksən beş,səksən beş,,,Ritchie2019,,
aze_az-Ritchie-2019-110-87-1,,aze_az,Ritchie-2019-110-87,səksən altı,səksən altı,,,Ritchie2019,,
aze_az-Ritchie-2019-110-88-1,,aze_az,Ritchie-2019-110-88,səksən yeddi,səksən yeddi,,,Ritchie2019,,
aze_az-Ritchie-2019-110-89-1,,aze_az,Ritchie-2019-110-89,səksən səkkiz,səksən səkkiz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-90-1,,aze_az,Ritchie-2019-110-90,səksən doqquz,səksən doqquz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-91-1,,aze_az,Ritchie-2019-110-91,doxsan,doxsan,,,Ritchie2019,,
aze_az-Ritchie-2019-110-92-1,,aze_az,Ritchie-2019-110-92,doxsan bir,doxsan bir,,,Ritchie2019,,
aze_az-Ritchie-2019-110-93-1,,aze_az,Ritchie-2019-110-93,doxsan iki,doxsan iki,,,Ritchie2019,,
aze_az-Ritchie-2019-110-94-1,,aze_az,Ritchie-2019-110-94,doxsan üç,doxsan üç,,,Ritchie2019,,
aze_az-Ritchie-2019-110-95-1,,aze_az,Ritchie-2019-110-95,doxsan dörd,doxsan dörd,,,Ritchie2019,,
aze_az-Ritchie-2019-110-96-1,,aze_az,Ritchie-2019-110-96,doxsan beş,doxsan beş,,,Ritchie2019,,
aze_az-Ritchie-2019-110-97-1,,aze_az,Ritchie-2019-110-97,doxsan altı,doxsan altı,,,Ritchie2019,,
aze_az-Ritchie-2019-110-98-1,,aze_az,Ritchie-2019-110-98,doxsan yeddi,doxsan yeddi,,,Ritchie2019,,
aze_az-Ritchie-2019-110-99-1,,aze_az,Ritchie-2019-110-99,doxsan səkkiz,doxsan səkkiz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-100-1,,aze_az,Ritchie-2019-110-100,doxsan doqquz,doxsan doqquz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-101-1,,aze_az,Ritchie-2019-110-101,yüz,yüz,,,Ritchie2019,,
aze_az-Ritchie-2019-110-102-1,,aze_az,Ritchie-2019-110-102,min,min,,,Ritchie2019,,
